Curation	Scientist	Institution	Language of submission	Date of submission	Crop	Trait ID	Trait	Entity	Attribute	Trait synonyms	Trait abbreviations	Trait description	Trait class	Trait status	Trait Xref	Method ID	Method	Method description	Formula	Method class	Method reference	Scale id	Scale name	Scale class	Decimal places	Lower limit	Upper limit	Scale Xref	Category 1	Category 2	Category 3	Category 4	Category 5	Category 6	Category 7	Category 8	Category 9	Category 10	Category 11	Category 12	Category 13	Variable ID	Variable name	Variable synonyms	Context of use	Growth stage	Variable status	Variable Xref	
		IRRI	EN		Rice	CO_320:0000041	sterile lemma color	Sterile lemma	Colour	glume color	"StrLmCol, SLCO, SLmc, "	Colour of the sterile lemmas 	Morphological		"TO:0000400, IRIS:1091"	CM_320:0000300	sterile lemma color examination cult	Examine the colour of the sterile lemmas of five representive spikelets against a colour chart or colour-accurate photographs of references. 		Estimation	"IRIS:324, RD:7.5.13, SES:119, UPOV:52"	CS_320:0000301	sterile lemma color scale cult	Nominal					1= 020= Straw	2= 040= Gold	3= 070= Red	4= 080= Purple										CV_320:0000873	StrLmCol_Est_1to4	STERILE_LEMMA_COLOR				"IRIS:324, RD:7.5.13, SES:119, UPOV:52"	
		IRRI	EN		Rice	CO_320:0000041	sterile lemma color	Sterile lemma	Colour	glume color	"StrLmCol, SLCO, SLmc, "	Colour of the sterile lemmas 	Morphological		"TO:0000400, IRIS:1091"	CM_320:0000571	sterile lemma color examination wild	Examine the colour of the sterile lemmas of five representive spikelets against a colour chart or colour-accurate photographs of references.		Estimation	RD:7.5.13	CS_320:0000493	sterile lemma color scale wild	Nominal					1= 011= Whitish	2= 020= Straw	3= 040= Gold	4= 060= Green	5= 061= Light green	6= 062= Yellowish green	7= 070= Red	8= 080= Purple	9= 082= Reddish purple					CV_320:0000874	StrLmCol_Est_1to9	STERILE_LEMMA_COLOR				RD:7.5.13	
		IRRI	EN		Rice	CO_320:0000042	sterile lemma length	Sterile lemma	Length	glume length	"StrLmLng, SLLT"	Length of sterile lemmas 	Morphological		"TO:0000240, IRIS:1091"	CM_320:0000222	average sterile lemma length - shorter	"Measure the average length of the sterile lemmas of five spikelets. If the two sterile lemmas on each spikelet differ in length, measure only the shorter one. "		Computation	"IRIS:325, RD:7.5.10, UPOV:51"	CS_320:0000224	sterile lemma length scale	Ordinal					3= Short	5= Medium	7= Long	9= Extra long										CV_320:0000875	StrLmLng_AvShort_1to9	STERILE_LEMMA_LENGTH				"IRIS:325, RD:7.5.10, UPOV:51"	
		IRRI	EN		Rice	CO_320:0000042	sterile lemma length	Sterile lemma	Length	glume length	"StrLmLng, SLLT"	Length of sterile lemmas 	Morphological		"TO:0000240, IRIS:1091"	CO_320:0000806	average sterile lemma length - longer	"If the two sterile lemmas on each spikelet have different lengths, measure the average length of the longer sterile lemma of five spikelets "		Computation	"IRIS:325, RD:7.5.11, UPOV:51"	CS_320:0000618	longer sterile lemma length scale	Ordinal					3= Short	5= Medium	7= Long	9= Extra long										CV_320:0000876	StrLmLng_AvLong_1to9	STERILE_LEMMA_LENGTH				"IRIS:325, RD:7.5.11, UPOV:51"	
		IRRI	EN		Rice	CO_320:0000042	sterile lemma length	Sterile lemma	Length	glume length	"StrLmLng, SLLT"	Length of sterile lemmas 	Morphological		"TO:0000240, IRIS:1091"	CM_320:0000222	average sterile lemma length - shorter	"Measure the average length of the sterile lemmas of five spikelets. If the two sterile lemmas on each spikelet differ in length, measure only the shorter one. "		Computation	"IRIS:325, RD:7.5.10, UPOV:51"	CS_320:0000223	mm	Numerical																		CV_320:0000877	StrLmLng_AvShort_mm	STERILE_LEMMA_LENGTH				"IRIS:325, RD:7.5.10"	
		IRRI	EN		Rice	CO_320:0000121	sterile lemma shape	Sterile lemma	Shape		LemaShp	Shape of the sterile lemmas	Morphological		TO:0002726	CM_320:0000298	Sterile lemma shape	Examine the shape of sterile lemmas		Estimation	"IRIS:529, RD:7.5.12"	CS_320:0000299	Sterile lemma shape scale	Nominal					0= Absent	1= Linear(long and slender)	2= Subulate or setaceous	3= Triangular (and very small)										CV_320:0000878	LemaShp_Est_0to3	SLSH				"IRIS:529, RD:7.5.12"	
		IRRI	EN		Rice	CO_320:0000038	stigma color	Stigma	Colour		"StgmCol, STCO"	Color of stigma 	Morphological		"TO:0000185, IRIS:1087"	CM_320:0000225	stigma color examination	"Using a hand lens, examine the colour of the stigmata when the florets are open (between 09:00 and 14:00 during anthesis). Compare the colour against a colour chart or colour-accurate photographs of references."		Estimation	"IRIS:321, RD:7.4.2, SES:116, UPOV:24"	CS_320:0000226	stigma color scale 1	Nominal					1= 010= White	2= 061= Light green	3= 030= Yellow	4= 081= Light purple	5= 080= Purple									CV_320:0000879	StgmCol_Est_1to5	STIGMA_COLOR				"IRIS:321, RD:7.4.2, SES:116, UPOV:24"	
		IRRI	EN		Rice	CO_320:0000093	stigma exsertion	Stigma	Exsertion		StgExers	Describes the tendency of stigmas to be exserted on one or both sides of the florets 	Morphological		"TO:0000044, IRIS:1024"	CM_320:0000334	stigma exsertion calculation	Count the number of florets that have completed anthesis on a given day and the number of those florets that have exserted stigma on one or both sides of the floret. Calculate the proportion of florets with exserted stigma 		Computation	"IRIS:165, SES:25"	CS_320:0000335	stigma exsertion scale	Ordinal					1= above 70%	3= 41-70%	5= 21-40%	7= 11-20%	9= 0-10%									CV_320:0000880	StgExers_Comp_1to9	STIGMA_EXSERTION				"IRIS:165, SES:25"	
		IRRI	EN		Rice	CO_320:0000067	submergence tolerance	Submergence	Tolerance		SubTol	The ability of plants to survive a period of submergence 	Abiotic stress		"TO:0000286, TO:0000524, IRIS:1215"	CO_320:0000807	submergence relative survival assessment	"Greenhouse screening: divide the % of plants that survive submergence by the survival of the tolerant control variety e.g. FR13A, and express as a percentage "		Estimation	SES:86	CS_320:0000619	submergence relative survival scale	Ordinal					1= 100% of performance of tolerant check	3= 95-99%	5= 75-94%	7= 50-74%	9= 0-49% 									CV_320:0000881	SubTol_GHEst_1to9	SUB				SES:86	
		IRRI	EN		Rice	CO_320:0000067	submergence tolerance	Submergence	Tolerance		SubTol	The ability of plants to survive a period of submergence 	Abiotic stress		"TO:0000286, TO:0000524, IRIS:1215"	CM_320:0000408	submergence survival assessment	Field evaluation: estimate the proportion of plants that survive submergence after floodwater recedes. Record the duration of submergence 		Estimation	"IRIS:3, SES:86"	CS_320:0000409	submergence survival scale	Ordinal					1= 100% of plants survive	3= 95-99%	5= 75-94%	7= 50-74%	9= 0-49% 									CV_320:0000882	SubTol_FldEst_1to9	SUB				"IRIS:3, SES:86"	
		IRRI	EN		Rice	CO_320:0000210	thrip damage	Thrip	Damage	thrips	ThripDam	The extent of damage caused by thrips (Stenchaetothrips biformis)	Biotic stress		TO:0000154	CM_320:0000390	thrips damage assessment	Estimate the severity of damage caused by thrips 		Estimation	"IRIS:74, SES:69"	CS_320:0000391	thrips damage scale	Ordinal					1= Rolling of terminal 1/3 area of 1st leaf	3= Rolling of terminal 1/3-1/2 area of 1st and 2nd leaves	"5= Rolling of terminal 1/2 area of 1st, 2nd, and 3rd leaves, yellowing of leaf tips"	"7= Rolling of entire length of all leaves, pronounced yellowing"	"9= Complete plant wilting, followed by severe yellowing and scorching"									CV_320:0000883	ThripDam_Est_0to9	THRIPS				"IRIS:74, SES:69"	
		IRRI	EN		Rice	CO_320:0000079	tillering	Tiller	Number	Tillers per plant	TillNo	"Describes the abundance of tillers (shoots, stems) arising from the base of each plant "	Agronomical		"TO:0000329, IRIS:1009"	CM_320:0000314	average number of tillers	Calculate the average number of tillers per plant at late vegetative stage 		Computation	SES:2	CS_320:0000315	tillering scale	Ordinal					1= Very abundant: more than 25 tillers/plant	3= Many: 20-25 tillers/plant	5= Medium: 10-19 tillers/plant	7= Few: 5-9 tillers/plant	9= Very few: fewer than 5 tillers/plant 									CV_320:0000884	TillNo_Comp_1to9	TI				SES:2	
		IRRI	EN		Rice	CO_320:0000194	udbatta disease	udbatta disease	Incidence	udbatta disease	UDInc	"The type and severity of udbatta disease symptoms caused by Balansia oryzae-sativae (Ephelis oryzae). Symptoms: a white mycelial mat ties the panicle branches together so that they emerge as single, small, cylindrical rods. "	Biotic stress		"TO:0000045, IRIS:1123"	CM_320:0000364	udbatta disease incidence estimation	Estimate the proportion of tillers that are infected 		Estimation	"IRIS:181, SES:41"	CS_320:0000365	udbatta disease incidence scale	Ordinal					0= No disease observed	1= Less than 1%	2=	3=	4=	5= 1-25%	6=	7=	8=	9= 26-100% 				CV_320:0000885	UDInc_Est_0to9	UDBATTA_DISEASE				"IRIS:181, SES:41"	
		IRRI	EN		Rice	CO_320:0000187	ufra	Ufra	Incidence	ufra	UfraDam	"The type and severity of stem rot symptoms caused by the stem nematode Ditylenchus angustus. Symptoms: leaf mottling or chlorotic discoloration in a splash pattern at base of young leaves in stem elongation or mid-tillering stage, brown stains may develop on leaves and sheaths which later intensify to a dark brown color, distortion (twisting and withering) of young leaves, distortion of panicles which either remain enclosed within a swollen sheath, or partially emerge but are twisted and with unfilled grains, or emerge completely but with unfilled grains and resembling a whitehead. "	Biotic stress		"TO:0000121, IRIS:1116"	CM_320:0000368	ufra incidence estimation	Estimate the proportion of tillers that show visible symptoms of infection 		Estimation	"IRIS:215, SES:43"	CS_320:0000369	ufra incidence scale	Ordinal					0= 0%	1= 1-2%	3= 21-40%	5= 41-60%	7= 61-80%	9= 81-100% 								CV_320:0000886	UfraDam_Est_0to9	UFRA				"IRIS:215, SES:43"	
		IRRI	EN		Rice	CO_320:0000077	vigor	Plant	Vigor		PlntVg	"An overall description of the vigour of plant growth, combining several components such as number of tillers, plant height, number of leaves, canopy density "	Agronomical		"TO:0000280, IRIS:1007"	CM_320:0000336	seedling vigor	Assess the vigor of seedlings 		Estimation	"IRIS:698, SES:1"	CS_320:0000337	seedling vigor scale	Ordinal					"1= Extra vigorous, very fast growing"	"3= Vigorous, fast growing"	5= Normal	"7= Weak, plants somewhat stunted"	"9= Very weak, with stunted growth and yellowingleaves"									CV_320:0000887	PlntVg_SdEst_1to9	VG				"IRIS:698, SES:1"	
		IRRI	EN		Rice	CO_320:0000077	vigor	Plant	Vigor		PlntVg	"An overall description of the vigour of plant growth, combining several components such as number of tillers, plant height, number of leaves, canopy density "	Agronomical		"TO:0000296, IRIS:1007"	CM_320:0000312	vegetative vigor	Assess the vigor of plants in early vegetative stage 		Estimation	SES:1	CS_320:0000313	vegetative vigor scale	Ordinal					"1= Extra vigorous, very fast growing, most plants with 5-6 leaves and 2 or more tillers "	"3= Vigorous, fast growing, most plants with 4-5 leaves and 1-2 tillers"	"5= Normal, most plants with 4-leaves"	"7= Weak, plants somewhat stunted, most plants  with 3-4 leaves and no tillers in thin population"	"9= Very weak, with stunted growth and yellowingleaves"									CV_320:0000888	PlntVg_VegEst_1to9	VG				SES:1	
		IRRI	EN		Rice	CO_320:0000211	whitebacked planthopper damage	Whitebacked planthopper	Damage	whitebacked planthopper	WBPH	The extent of damage caused by whitebacked planthopper (Sogatella furcifera). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting and death of plants. Infested areas in the field may be patchy.	Biotic stress		TO:0000205	CM_320:0000374	whitebacked planthopper injury assessment greenhouse	"Sow plants in a greenhouse with a uniform high population of green leafhopper, and observe the damages on seedlings "		Estimation	"IRIS:41, SES:62"	CS_320:0000375	whitebacked planthopper injury scale greenhouse	Ordinal					0= No damage	1= Very slight damage	3= First and 2nd leaves with orange tips: slight stunting	"5= More than half the leaves with yellow-orange tips, pronounced stunting"	"7= More than half the plants dead, remaining plants severely stunted and wilted"	9= All plants dead								CV_320:0000889	WBPH_EstGH_0to9	WBPH				"IRIS:41, SES:62"	
		IRRI	EN		Rice	CO_320:0000211	whitebacked planthopper damage	Whitebacked planthopper	Damage	whitebacked planthopper	WBPH	The extent of damage caused by whitebacked planthopper (Sogatella furcifera). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting and death of plants. Infested areas in the field may be patchy.	Biotic stress		TO:0000205	CO_320:0000808	whitebacked planthopper injury assessment field	"Observe the damages on plants caused by whitebacked planthopper. For a field test, use an augmented experimental design with a susceptible check replicated at intervals across the whole trial. The test is considered a valid test for resistance if the hopper population is uniformly distributed at a high level across the screening box, as indicated by hopper counts on the susceptible check. A minimum of the following hopper density on susceptible check is necessary: a. 10 hoppers/hill at 10-15 days after transplanting, b. 25 hoppers / hiII at maximum tillering, c. 100 hoppers/hill at early booting stage "		Estimation	"IRIS:198, SES:62"	CS_320:0000620	whitebacked planthopper injury scale field	Ordinal					0= No injury	1= Very slight injury	"3= First and 2nd leaves with orange tips, slight stunting"	"5= More than half the leaves with yellow-orange tips, pronounced stunting"	"7= More than half of plants dead, remaining plants severely stunted and wilted"	9= All plants dead								CV_320:0000890	WBPH_EstFld_0to9	WBPH				"IRIS:198, SES:62"	
		IRRI	EN		Rice	CO_320:0000515	yellow dwarf	Yellow dwarf	Severity		YellowDwarfSev	"The type and severity of yellow dwarf symptoms caused by a mycoplasma. Symptoms: pale yellow, droopy leaves, excessive tillering and stunting"	Biotic stress		TO:0000292	CO_320:0000809	yellow dwarf disease assessment	Estimate the type and severity of symptoms on secondary growth after cutting at the base 		Estimation	SES:36	CS_320:0000621	yellow dwarf disease scale	Ordinal					"1= None to few leaves slightly yellow, tillering, height and flowering not affected"	"3= Leaves slightly yellow, plants slightly stunted, flowering slightly delayed"	"5= Leaves yellow, plants moderately stunted, flowering delayed"	"7= Leaves yellow or orange yellow, plants moderately stunted, floweringvery much delayed"	"9= Leaves orange yellow or orange, plants severely stunted, sometimes dead, flowering very much delayed"									CV_320:0000891	YellowDwarfSev_Est_0to9	YELLOW_DWARF				SES:36	
		IRRI	EN		Rice	CO_320:0000192	yellow mottle disease	Yellow mottle	Severity	"yellow mottle, rice yellow mottle disease"	YellowMottleSev	"The type and severity of yellow mottle disease symptoms caused by rice yellow mottle virus (RYMV). Symptoms: stunting, reduced tillering, mottling and yellowing streaking of the leaves, delayed flowering or incomplete emergence of the panicles, in extreme cases, death of plants "	Biotic stress		"TO:0000088, IRIS:1121"	CM_320:0000356	yellow mottle disease assessment	Estimate the type and severity of symptoms 		Estimation	"IRIS:174, SES:36"	CS_320:0000357	yellow mottle disease scale	Ordinal					1= No symptom observed	3= Leaves green but with sparse dots or streaks and less than 5% of height reduction	"5= Leaves green or pale green with mottling and 6% to 25% of height reduction, flowering slightly delayed"	"7= Leaves pale yellow or yellow and 26-75% of height reduction, floweringdelayed"	"9= Leaves turn yellow or orange, more than 75% height reduction, no flowering or some plants dead"									CV_320:0000892	YellowMottleSev_Est_0to9	YELLOW_MOTTLE				"IRIS:174, SES:36"	
		IRRI	EN		Rice	CO_320:0000069	zinc deficiency injury	Zinc deficiency	Injury	zinc deficiency	ZnDefInj	The extent to which plant growth is adversely affected by a deficiency of zinc in the growing medium 	Abiotic stress	pending curation	"TO:0000351, IRIS:1217"	CM_320:0000396	zinc deficiency injury assessment	Observe growth in a growing medium with a deficiency of zinc 		Estimation	"IRIS:11, SES:74"	CS_320:0000397	zinc deficiency injury scale	Ordinal					"1= Growth and tillering nearly normal, healthy"	"2= Growth and tillering nearly normal, basal leaves slightly discolored"	"3= Stunting slight, tillering decreased, some basal leaves brown or yellow"	"5= Growth and tillering severely retarded, about half of all leaves brown or yellow"	"7= Growth and tillering ceases, most leaves brown or yellow"	9= Almost all plants dead or dying								CV_320:0000893	ZnDefInj_Est_1to9	ZDEF			pending curation	"IRIS:11, SES:74"	
