Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13
,CO_320:0001484,SDMin_Av_mm,,Lodging resistance,"Ripening [PO:0007035], Reproductive [PO:0007130]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001106,Stem minor diameter - 2nd internode,Morphological,Minor diameter (ie the shortest diameter of an eliptical section) of the narrower portion of the second elongated internode from the base with the leaf sheath,,SDMin,,2nd elongated stem internode,Minor diameter,,Nearest: TO:0020083,CO_320:0001218,Average - Minor stem diameter,Computation,Measure the width of the second elongated internode from the base at the narrower portion of the stem with the leaf sheath. Repeat the measurement on other representative plant. Take the average diameter.,,,CO_320:0001351,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001485,StDM_CM_gm2,,"Yield potential, Heat tolerance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001107,Straw yield,Agronomical,Straw dry matter weight (ie aboveground dry matter without the grains) per area,,StDM,,Straw,Yield,,TO:0000388,CO_320:0001219,Calculation - Straw yield,Computation,Oven dry straw at 70?C to constant weight and express in a per unit area basis,,,CO_320:0001352,grams per square meter,Numerical,,,,Nearest: UO_0000086,,,,,,,,,,,,,
,CO_320:0001486,FGW_MM_g1000gr,"TGW, 1000GW","Yield potential, Lodging resistance","Maturity [PO:0007038], Reproductive [PO:0007130], Ripening [PO:0007035]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001048,Filled grain weight,Agronomical,The weight of a spikelet that is filled with a grain,,FGW,,Filled spikelet,Weight,,Nearest: TO:0000382,CO_320:0001220,Weighing - filled grain weight,Measurement,"Take random sample of a given number of filled grains, oven-dry until constant weight and weigh.",,,CO_320:0001353,g per 1000 spikelets,Numerical,,,,UO:0000021,,,,,,,,,,,,,
,CO_320:0001487,TilHill_Av_TillH,,"Yield potential, Salinity tolerance, Cold tolerance","Reproductive [PO:0007130], Maturity [PO:0007038]",Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001108,Tiller number per hill,Agronomical,Total number of reproductive and non-reproductive tillers per hill,,TilHill,,Tiller,Number per plant,,TO:0000346,CO_320:0001221,Average - Tiller number per hill,Computation,Count all tillers of representative hills and take the average per hill,,,CO_320:0001354,Tillers per hill,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001488,TilD_CM_Tillm2,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001109,Tiller density,Agronomical,Total number of reproductive and non-reproductive tillers per unit area,,TilD,,Tiller,Number per area,,Nearest: TO:0000346,CO_320:0001222,Calculation - Tiller number per unit area,Computation,Calculate from total number of tillers per hill and the area of the hills sampled,,,CO_320:0001355,Tillers per m2,Numerical,,,,UO_0000189,,,,,,,,,,,,,
,CO_320:0001489,SMCwp_CM_pct,,Yield potential,Vegetative [PO:0007134],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001046,Water extraction capacity,Agronomical,Capcaity of the plant to extract water from the soil,,SMTwp,,Plant,Water extraction capacity,,,CO_320:0001223,Calculation - Soil moisture content at wilting point,Computation,Calculate as the ratio of soil oven-dried weight to soil fresh weight at wilting point.,,,CO_320:0001356,percent,Numerical,,,,UO:0000187,,,,,,,,,,,,,
,CO_320:0001490,SMTwp_CM_mb,,Yield potential,Vegetative [PO:0007134],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001046,Water extraction capacity,Agronomical,Capcaity of the plant to extract water from the soil,,SMTwp,,Plant,Water extraction capacity,,,CO_320:0001224,Calculation - Soil moisture tension at wilting point,Computation,Derive from the soil moisture retention (pF) curve using the soil moisture content at wilting point.,,,CO_320:0001357,millibars,Numerical,,,,Nearest: UO_0000110,,,,,,,,,,,,,
,CO_320:0001491,RtD_Win_mm,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001057,Root diameter,Morphological,Diameter of a cross-section of the root,,RtD,,Root,Diameter,,TO:0000306,CO_320:0001225,Image analysis - Root diameter using WinRhizo in SITIS platform,Measurement,"Scan roots from soil depths of 0-45 cm using CI-600 scanner system associated with the WinRhizo software and calculate root diameter based on image Winrhyzo analysis. WinRHIZO uses a non-statistical method for measuring root morphology. It calculates total root length from a one pixel thinned image by multiplying the number of pixels by pixel size, and calculates average diameter by dividing the projected area of the imaged object by the total length.",,"Regent Instruments, Win/MacRHIZO V 5.0A User„s Guide, Regent Instruments, Qu?bec, QC, 2001",CO_320:0001358,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001492,RtL_Win_cm,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001110,Root length,Morphological,Total root length,,RtL,,Root,Length,,TO:0000227,CO_320:0001226,Image analysis - Root length using WinRhizo in SITIS platform,Measurement,Scan roots from soil depths of 0-45 cm using CI-600 scanner system associated with the WinRhizo software and calculate root length based on WinRHIZO image analysis. WinRHIZO uses a non-statistical method to calculate total root length from a one pixel thinned image by multiplying the number of pixels by pixel size.,,"Regent Instruments, Win/MacRHIZO V 5.0A User„s Guide, Regent Instruments, Qu?bec, QC, 2001",CO_320:0001359,centimeter,Numerical,,,,UO:0000015,,,,,,,,,,,,,
,CO_320:0001493,RtA_Win_cm2,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001111,Root surface area,Morphological,Total surface area of root system,,RtA,,Root,Surface area,,,CO_320:0001227,Image analysis - Root surface area using WinRhizo in SITIS platform,Measurement,"Scan roots from soil depths of 0-45 cm using CI-600 scanner system associated with the WinRhizo software and calculate root surface area based on image analysis. WinRHIZO uses a non-statistical method for measuring root morphology. It calculates total root length from a one pixel thinned image by multiplying the number of pixels by pixel size, and calculates average diameter by dividing the projected area of the imaged object by the total length. Surface area is calculated from root diameter and length assuming the root has a round cross-section.",,"Regent Instruments, Win/MacRHIZO V 5.0A User„s Guide, Regent Instruments, Qu?bec, QC, 2001",CO_320:0001360,square centimeter,Numerical,,,,UO:0000081,,,,,,,,,,,,,
,CO_320:0001494,RtV_Win_cm3,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001112,Root volume,Morphological,Total volume of root system,,RtV,,Root,Volume,,TO:0000233,CO_320:0001228,Image analysis - Root volume using WinRhizo in SITIS platform,Measurement,Scan roots from soil depths of 0-45 cm using CI-600 scanner system associated with the WinRhizo software and calculate root volume based on image analysis,,"Regent Instruments, Win/MacRHIZO V 5.0A User„s Guide, Regent Instruments, Qu?bec, QC, 2001",CO_320:0001361,cubic centimeter,Numerical,,,,UO:0000097,,,,,,,,,,,,,
,CO_320:0001495,CI_LCPro_ppm,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001113,Leaf intercellular carbon dioxide concentration,Physiological,Sub-stomatal cavity carbon dioxide concentration,,CI,,Leaf,CO2 Concentration,,,CO_320:0001229,Manual measurement - Gas exchange leaf intercellular carbon dioxide concentration in SITIS platform,Measurement,Take youngest fully expanded leaf (penultimate leaf) and measure leaf intercellular carbon dioxide concentration with the portable photosynthesis system (LCPro+ ADC),,,CO_320:0001362,parts per million,Numerical,,,,UO_0000169,,,,,,,,,,,,,
,CO_320:0001496,PS_LCPro_umol,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001114,Photosynthetic rate,Physiological,Carbon dioxide assimilation rate of the leaf,,PS,,Leaf,Photosynthetic rate,,TO:0001015,CO_320:0001230,Manual measurement - Gas exchange photosynthetic rate in SITIS platform,Measurement,Take youngest fully expanded leaf (penultimate leaf) and measure photosynthetic rate with the portable photosynthesis system (LCPro+ ADC),,,CO_320:0001363,micromol CO2 m-2 s-1,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0001497,Tr_LCPro_mmol,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001115,Transpiration rate,Physiological,Rate of water loss from the leaf,,Tr,,Leaf,Transpiration rate,,TO:0001018,CO_320:0001231,Manual measurement - Gas exchange transpiration rate in SITIS platform,Measurement,Take youngest fully expanded leaf (penultimate leaf) and measure transpiration rate with the portable photosynthesis system (LCPro+ ADC),,,CO_320:0001364,mmol H2O m-2 s-1,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0001498,Gs_LCPro_mol,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001116,Stomatal conductance,Physiological,Rate of passage of water vapor through the leaf,,Gs,,Stomata,Water vapor conductance,,TO:0000522,CO_320:0001232,Manual measurement - Gas exchange stomatal conductance in SITIS platform,Measurement,Take youngest fully expanded leaf (penultimate leaf) and measure stomatal conductance with the portable photosynthesis system (LCPro+ ADC),,,CO_320:0001365,mol H2O m-2 s-1,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0001499,Rs_LCPro_invm,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001117,Stomatal resistance,Physiological,Inverse of stomatal conductance,,Rs,,Stomata,Water vapor resistance,,TO:0000523,CO_320:0001233,Calculation - Stomatal resistance,Computation,Take inverse of stomatal conductance,,,CO_320:0001366,square meter per second per mol of water,Numerical,,,,,,,,,,,,,,,,,
,CO_320:0001500,LfT_LCPro_degC,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001118,Leaf temperature,Physiological,Leaf surface temperature,,LfT,,Leaf,Temperature,,TO:0000504,CO_320:0001234,Manual measurement - Leaf surface temperature in SITIS platform,Measurement,Take youngest fully expanded leaf (penultimate leaf) and measure leaf temperature with the portable photosynthesis system (LCPro+ ADC),,,CO_320:0001367,degree Celsius,Numerical,,,,UO:0000027,,,,,,,,,,,,,
,CO_320:0001501,DrG_Est_sc1to5,,Drought tolerance,Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0000060,drought injury,Abiotic stress,"The extent to which plant growth is adversely affected by drought. Leaf rolling precedes leaf drying during drought. Response to drought is highly responsive to crop phenology, plant growth prior to stress, and the timing, duration, and intensity of drought stress. For many soils, it takes at least 2 rainless weeks during the vegetative stage to cause marked differences in response and at least 7 rainless days during the reproductive stage to cause severe drought injury. Repeated ratings are recommended through progress of the drought. Record the stage of plant growth when the stress occurred and the number of stress days.",drought sensitivity,DhtInj,,Drought,Injury,,"TO:0000188, IRIS:1208",CO_320:0001235,Estimation - overall drought symptoms,Estimation,Observe plant growth and rate level of drought symptoms,,,CO_320:0001368,drought grade 1-5,Ordinal,,,,,1 = Severely stressed,2 = Stressed,3 = moderately stressed,4 = few drought symptoms,5 = no drought symptoms,,,,,,,,
,CO_320:0001502,FerTil_CM_pct,,Drought tolerance,Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001119,Tiller fertility,Agronomical,Proportion of reproductive tillers,,FerTil,,Fertile tiller,Proportion,,TO:0000453,CO_320:0001236,Calculation - Tiller fertility,Computation,Take the number of reproductive tillers and divide by the total number of tillers,,,CO_320:0001369,percent,Numerical,,,,UO:0000187,,,,,,,,,,,,,
,CO_320:0001503,TFlwE_CM_d,,Drought tolerance,Reproductive [PO:0007130],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001120,Time to flowering (from emergence),Phenological,Time elapsed from date of emergence to flowering stage,,DFlwE,,Spikelet,Time to flowering from emergence,,Nearest: TO:0000344,CO_320:0001237,Calculation - Days to flowering from emergence,Computation,"Calculate the number of days between emergence and flowering dates (i.e., when at least 50% of hills in the plot have reached flowering stage)",,,CO_320:0001370,day,Numerical,,,,UO:0000033,,,,,,,,,,,,,
,CO_320:0001504,HFSpY_CM_gm2,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001121,Half-filled spikelet weight per area,Agronomical,"Dry weight of half-filled spikelets, including the hull, on an area basis",,HFSpY,,Spikelet,Weight per area,,Nearest: TO:0000501,CO_320:0001238,Calculation - Spikelets half-filled weight on area basis,Computation,Calculate from the half-filled grain weight and number of half-filled grains on an area basis,,,CO_320:0001371,grams per square meter,Numerical,,,,Nearest: UO_0000086,,,,,,,,,,,,,
,CO_320:0001505,UFSpY_CM_gm2,,"Yield potential, Lodging resistance",Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001122,Unfilled spikelets weight per area,Agronomical,"Dry weight of unfilled spikelets, including the hull, on an area basis",,UFSpY,,Spikelet,Weight per area,,Nearest: TO:0000501,CO_320:0001239,Calculation - Spikelets unfilled weight on area basis,Computation,Calculate from the unfilled grain weight and number of unfilled grains on an area basis,,,CO_320:0001372,grams per square meter,Numerical,,,,Nearest: UO_0000086,,,,,,,,,,,,,
,CO_320:0001506,GrLng_MM_mm,,Yield potenial,Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0000004,grain length,Quality,"Length of whole grain including the hull, defined as the distance from the base of the lowermost sterile lemma to the tip (apiculus) of the fertile lemma or palea",,GrLng,GRLT,Spikelet,Length,,"TO:0000146, TO:0002761, IRIS:1051",CO_320:0001240,NRGQASC - Grain length,Measurement,Manually measured according to the National Rice Grain Quality Assessment Standard of China (GB/T17891-1999),,,CO_320:0001373,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001507,GrWh_MM_mm,,Yield potenial,Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0000005,grain width,Quality,"Width of whole grain including the hull, defined as the distance across the fertile lemma and the palea at the widest point",,GrWdt,GRWD,Spikelet,Width,,"TO:0000402, TO:0002762, TO:0000149, IRIS:1052",CO_320:0001241,NRGQASC - Grain width,Measurement,Manually measured according to the National Rice Grain Quality Assessment Standard of China (GB/T17891-1999),,,CO_320:0001374,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001508,GrT_MM_mm,,Yield potenial,Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0000020,grain thickness,Morphological,Thickness of grain with hull,,GrThk,GRTH,Spikelet,Thickness,,"TO:0000304, TO:0000399, IRIS:1264",CO_320:0001242,NRGQASC - Grain thickness,Measurement,Manually measured according to the National Rice Grain Quality Assessment Standard of China (GB/T17891-1999),,,CO_320:0001375,millimeter,Numerical,,,,UO:0000016,,,,,,,,,,,,,
,CO_320:0001509,GLWR_CM_r,,Yield potenial,Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0001123,Grain length to width ratio,Quality,Ratio of grain length to grain width,,GLWR,,Grain,Length to width ratio,,Synonym: TO:0000411,CO_320:0001243,Calculation - Grain length to width ratio,Computation,Take ratio of grain length to grain width,,,CO_320:0001376,length to width ratio,Numerical,,,,UO:0000190,,,,,,,,,,,,,
,CO_320:0001510,DEC_CM_pct,,Yield potenial,Maturity [PO:0007038],Standard GRISP Phenotyping Network,,IRRI,Julie Pasuquin,09-mars-16,EN,Rice,CO_320:0000104,chalkiness of endosperm,Quality,"Describes the extent to which milled (polished, white) rice appears to be a chalky white colour as opposed to translucent white. The chalky appearance arises from the incomplete development of starch grains in the endosperm, which leaves tiny air pockets between starch granules and results in weak grains","chalk, chalkiness",Clk,,Endosperm,Chalkiness,,"TO:0000266, IRIS:1253",CO_320:0001244,Calculation - Degree of endosperm chalkiness,Computation,"Calculate as the product of percentage of grain with chalkiness and chalkiness size (area of chalkiness divided by the area of the whole grain). The grain chalkiness characteristics were measured using a JMWT12 Rice Appearance Quality Detector (Dong Fu Jiu Heng, Beijing).",,"Dong Fu Jiu Heng, Beijing",CO_320:0001377,percent,Numerical,,,,UO:0000187,,,,,,,,,,,,,
